ID,NAME,SCL_LVL,SCL_TP,BRD_NAME,SCL_TP_DSC,ADD_FULL,POSTAL_CD,MUN,LATITUDE,LONGITUDE
755,ST KATERI TEKAKWITHA CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,70 Margaret Ave,M2J 4C5,North York,43.78582832,-79.33805482
756,ST NORBERT CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,60 Maniza Rd,M3K 1R6,North York,43.73410888,-79.4645033
757,THE DIVINE INFANT CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,30 Ingleton Blvd,M1V 3H7,Scarborough,43.82182011,-79.27033467
758,ST JEAN DE BREBEUF CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,101 Dean Park Rd,M1B 2X2,Scarborough,43.80252245,-79.17404416
759,ST BENEDICT CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,2202 Kipling Ave,M9W 4K9,Etobicoke,43.72305238,-79.57332608
760,ST MARK CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,45 Cloverhill Rd,M8Y 1T4,Etobicoke,43.63450843,-79.49020078
761,ST AMBROSE CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,20 Coules Crt,M8W 2N9,Etobicoke,43.60837866,-79.55012615
762,ST JOACHIM CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,3395 St Clair Ave E,M1L 1W3,Scarborough,43.71283388,-79.27514728
763,CARDINAL LEGER CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,600 Morrish Rd,M1C 4Y1,Scarborough,43.79310442,-79.17571109
764,BLESSED TRINITY CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,3205 Bayview Ave,M2K 1G3,North York,43.78690615,-79.39182945
765,APPLE PROGRAM AND SAFE SCHOOLS,Elementary,ES,Toronto Catholic District School Board,English Separate,55 Salisbury Ave,M4X 1C5,Toronto and East York,43.66717452,-79.36442585
766,REGINA MUNDI CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,70 Playfair Ave,M6B 2P9,North York,43.7098237,-79.4595897
767,MONSIGNOR JOHN CORRIGAN CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,100 Royalcrest Rd,M9V 5B4,Etobicoke,43.75157864,-79.605017
768,OUR LADY OF WISDOM CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,10 Japonica Rd,M1R 4R7,Scarborough,43.76211739,-79.30819194
769,HOLY ANGELS CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,65 Jutland Rd,M8Z 2G6,Etobicoke,43.62841783,-79.51766053
770,ST AGATHA CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,49 Cathedral Bluffs Dr,M1M 2T6,Scarborough,43.72364881,-79.22982407
771,ST URSULA CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,215 Livingston Rd,M1E 1L8,Scarborough,43.74979221,-79.1996604
772,ST ROBERT CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,70 Bainbridge Ave,M3H 2K2,North York,43.74966613,-79.44414844
773,ST EDWARD CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,1 Botham Rd,M2N 2J6,North York,43.75396042,-79.41340933
774,ST ANDRE CATHOLIC SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,36 Yvonne Ave,M3L 1C9,Etobicoke,43.7240031,-79.51763619
775,ST AGNES CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,280 Otonabee Ave,M2M 2T2,North York,43.79858409,-79.40260751
776,ST JOSAPHAT CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,85 Forty First St,M8W 3P1,Etobicoke,43.80935915,-79.31660659
777,ST DEMETRIUS CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,125 La Rose Ave,M9P 1A6,Etobicoke,43.68466279,-79.52196923
778,ST JOHN VIANNEY CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,105 Thistle Down Blvd,M9V 1J5,Etobicoke,43.7379845,-79.55384951
779,CANADIAN MARTYRS CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,520 Plains Rd,M4C 2Z1,Toronto and East York,43.69820851,-79.31934185
780,ST TIMOTHY CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,25 Rochelle Cres,M2J 1Y3,North York,43.77516177,-79.35136574
781,ST SIMON CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,20 Wallasey Ave,M9M 1E2,Etobicoke,43.71974149,-79.53597813
782,ST JOHN THE EVANGELIST CATHOLIC ELEMENTARY SCHOOL  (under construction),Elementary,ES,Toronto Catholic District School Board,English Separate,23 George St,M9N 2B4,Etobicoke,43.70321882,-79.52026727
783,ST JUDE CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,3251 Weston Rd,M9M 2T9,Etobicoke,43.74049307,-79.53925983
784,OUR LADY OF PEACE CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,70 Mattice Ave,M9B 1T6,Etobicoke,43.64652082,-79.54108144
785,ST BRENDAN CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,186 Centennial Rd,M1C 1Z9,Scarborough,43.78255557,-79.14925372
786,ST FLORENCE CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,101 Murison Blvd,M1B 2L6,Scarborough,43.79841396,-79.20700228
787,BLESSED JOHN XXIII CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,175 Grenoble Dr,M3C 3E7,North York,43.71246257,-79.32985111
788,HOLY CHILD CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,850 Humberwood Blvd,M9W 7A6,Etobicoke,43.72888586,-79.61918188
789,ST BONAVENTURE CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,1340 Leslie St,M3C 2K9,North York,43.73303234,-79.35625363
790,ST DOMINIC SAVIO CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,50 Tideswell Blvd,M1B 5X3,Scarborough,43.79828437,-79.15602387
791,CARDINAL CARTER ACADEMY FOR THE ARTS,Elementary,ES,Toronto Catholic District School Board,English Separate,36 Greenfield Ave,M2N 3C8,North York,43.76410361,-79.40976483
792,ST MALACHY CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,80 Bennett Rd,M1E 3Y3,Scarborough,43.77102904,-79.1666376
793,BLESSED PIER GIORGIO FRASSATI CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,8 Seasons Dr,M1X 1X4,Scarborough,43.8298752,-79.23273753
794,ST GREGORY CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,126 Rathburn Rd,M9B 2K6,Etobicoke,43.65964751,-79.54502449
795,ST JOHN THE EVANGELIST CATHOLIC ELEMENTARY SCHOOL  (temporary site),Elementary,ES,Toronto Catholic District School Board,English Separate,55 Pelham Ave,M6N 1A5,former Toronto,43.66768225,-79.45535289
796,OUR LADY OF MOUNT CARMEL SCHOOL BUILDING,Elementary,ES,Toronto Catholic District School Board,English Separate,270 Cherokee Blvd,M2H 3B9,North York,43.79661393,-79.3368021
797,ST PHILIP NERI CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,20 Beverly Hills Dr,M3L 1A1,Etobicoke,43.71886369,-79.51022704
798,DANTE ALIGHIERI ACADEMY - BEATRICE CAMPUS,Elementary,ES,Toronto Catholic District School Board,English Separate,50 Ameer Ave,M6A 2L3,North York,43.72897291,-79.44135545
799,ST GERARD MAJELLA CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,35 Heavitree Dr,M3L 1K5,Etobicoke,43.72515481,-79.51531445
800,JOSYF CARDINAL SLIPYJ CATHOLIC ELEMENTARY SCHOOL,Elementary,ES,Toronto Catholic District School Board,English Separate,35 West Deane Park Dr,M9B 2R5,Etobicoke,43.65948377,-79.5660287
801,BLESSED ARCHBISHOP ROMERO CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,99 Humber Blvd,M6N 2H4,Etobicoke,43.68033287,-79.48079682
802,ST MICHAEL'S CHOIR SCHOOL -  SECONDARY,Secondary,ES,Toronto Catholic District School Board,English Separate,67 Bond St,M5B 1X4,Toronto and East York,43.65545432,-79.37769049
803,ST JOSEPH'S COLLEGE SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,74 Wellesley St W,M5S 1C4,Toronto and East York,43.66444545,-79.38886789
804,ST PATRICK CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,49 Felstead Ave,M4J 1G3,Toronto and East York,43.64683784,-79.44792627
805,BLESSED CARDINAL NEWMAN CATHOLIC HIGH SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,100 Brimley Rd S,M1M 3X4,Scarborough,43.71492226,-79.24006423
806,ST MARY'S CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,66 Dufferin Park Ave,M6H 1J6,Toronto and East York,43.65780218,-79.43215753
807,NOTRE DAME CATHOLIC HIGH SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,12 Malvern Ave,M4E 3E1,Toronto and East York,43.68069437,-79.29313458
808,JAMES CARDINAL MCGUIGAN CATHOLIC HIGH SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,1440 Finch Ave W,M3J 3G3,North York,43.77701943,-79.42984803
809,JEAN VANIER CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,959 Midland Ave,M1K 4G4,Scarborough,43.74361746,-79.26136955
810,FRANCIS LIBERMANN CATHOLIC HIGH SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,4640 Finch Ave E,M1S 4G2,Scarborough,43.75991688,-79.50255431
811,SENATOR O'CONNOR COLLEGE SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,60 Rowena Dr,M3A 3R2,North York,43.75082727,-79.31736855
812,MONSIGNOR FRASER COLLEGE - MIDTOWN,Secondary,ES,Toronto Catholic District School Board,English Separate,36 Eglinton Ave W,M4R 1A1,Scarborough,43.77871194,-79.22545809
813,ST LEONARD SCHOOL BUILDING,Adult,ES,Toronto Catholic District School Board,English Separate,100 Ravel Rd,M2H 1S9,North York,43.79196044,-79.36734362
814,NEIL MCNEIL CATHOLIC HIGH SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,127 Victoria Park Ave,M4E 3S2,Scarborough,43.67923485,-79.28309715
815,MONSIGNOR FRASER COLLEGE - ISABELLA CAMPUS,Secondary,ES,Toronto Catholic District School Board,English Separate,146 Isabella St,M4Y 1P6,Toronto and East York,43.66980805,-79.3771566
816,DON BOSCO CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,2 St Andrews Blvd,M9R 1V8,Etobicoke,43.70167459,-79.55005945
817,CHAMINADE COLLEGE SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,490 Queen's Dr,M6L 1M8,Etobicoke,43.71009955,-79.49606273
818,FATHER HENRY CARR CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,1760 Martin Grove Rd,M9V 3S4,Etobicoke,43.73585106,-79.59238086
819,PARK PLACE LINC,Adult,ES,Toronto Catholic District School Board,English Separate,2299 Dundas St W,M6R 1X7,Toronto and East York,43.65555731,-79.45265337
820,MARY WARD CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,3200 Kennedy Rd,M1V 3S8,Scarborough,43.81576204,-79.30394329
821,LORETTO COLLEGE SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,151 Rosemount Ave,M6H 2N1,Etobicoke,43.6757453,-79.4432502
822,MONSIGNOR FRASER COLLEGE - ANNEX CAMPUS,Secondary,ES,Toronto Catholic District School Board,English Separate,700 Markham St,M6G 2M3,Toronto and East York,43.66726364,-79.4137545
823,BLESSED MOTHER TERESA CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,40 Sewells Rd,M1B 3G5,Scarborough,43.81798752,-79.20655089
824,ST JOSEPH'S MORROW PARK CATHOLIC HIGH SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,3379 Bayview Ave,M2M 3S4,North York,43.79884896,-79.39481542
825,MARSHALL MCLUHAN CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,1107 Avenue Rd,M5N 3B1,North York,43.70760884,-79.40973841
826,MICHAEL POWER ST JOSEPH CATHOLIC HIGH SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,105 Eringate Dr,M9C 3Z7,Etobicoke,43.73008525,-79.49345429
827,EGLINTON LINC AND ESL CENTRE,Adult,ES,Toronto Catholic District School Board,English Separate,90 Eglinton Ave E,M4P 2Y3,Toronto and East York,43.70762956,-79.39590296
828,MARY WARD LINC AND ESL CENTRE,Adult,ES,Toronto Catholic District School Board,English Separate,44 Kelvinway Dr,M1W 1N6,Scarborough,43.79184587,-79.32411968
829,VICTORIA PARK LINC,Adult,ES,Toronto Catholic District School Board,English Separate,2 Lansing Sq,M2J 4P8,North York,43.77424873,-79.32610533
830,MONSIGNOR FRASER COLLEGE - NORFINCH,Secondary,ES,Toronto Catholic District School Board,English Separate,45 Norfinch Dr,M3N 1W8,North York,43.75781812,-79.52704624
831,FATHER JOHN REDMOND CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,28 Colonel Samuel Smith Park Dr,M8V 4B7,Etobicoke,43.59514135,-79.51653877
832,BISHOP ALLEN ACADEMY,Secondary,ES,Toronto Catholic District School Board,English Separate,721 Royal York Rd,M8Y 2T3,Etobicoke,43.63443649,-79.50446795
833,DANTE ALIGHIERI ACADEMY - MAIN CAMPUS,Secondary,ES,Toronto Catholic District School Board,English Separate,60 Playfair Ave,M6B 2P9,North York,43.71008601,-79.4583731
834,MONSIGNOR FRASER COLLEGE - MIDLAND / MIDLAND NORTH,Secondary,ES,Toronto Catholic District School Board,English Separate,2900 Midland Ave,M1S 3K8,Scarborough,43.73794853,-79.25841756
835,MONSIGNOR PERCY JOHNSON CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,2170 Kipling Ave,M9W 4K9,Etobicoke,43.72070325,-79.57202018
836,MADONNA CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,20 Dubray Ave,M3K 1V5,North York,43.72952368,-79.47748408
837,ST BASIL THE GREAT COLLEGE SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,20 Starview Lane,M9M 3B2,Etobicoke,43.72716809,-79.5334507
838,BREBEUF COLLEGE SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,211 Steeles Ave E,M2M 3Y6,North York,43.80152478,-79.40304141
839,BLESSED POPE JOHN PAUL II CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,685 Military Trl,M1E 4P6,Scarborough,43.78973123,-79.1995546
840,BISHOP MARROCCO THOMAS MERTON CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,1515 Bloor St W,M6P 1A3,Toronto and East York,43.63225586,-79.57381148
841,LORETTO ABBEY CATHOLIC SECONDARY SCHOOL,Secondary,ES,Toronto Catholic District School Board,English Separate,101 Mason Blvd,M5M 3E2,North York,43.74130492,-79.41065981
842,LAKESHORE LINC,Adult,ES,Toronto Catholic District School Board,English Separate,2275 Lake Shore Blvd W,M8V 3Y3,Etobicoke,43.6195751,-79.48534131
843,ALDEBRAIN LINC,Adult,ES,Toronto Catholic District School Board,English Separate,2155 Lawrence Ave E,M1R 5G9,Scarborough,43.7470833,-79.28543908
844,GABRIELLE ROY ELEMENTARY SCHOOL,Elementary,FP,Conseil scolaire Viamonde,French Public,14 Pembroke St,M5A 2N7,former Toronto,43.65659142,-79.37232283
845,LA MOSAIQUE ELEMENTARY SCHOOL,Elementary,FP,Conseil scolaire Viamonde,French Public,80 Queensdale Ave,M4J 1Y3,East York,43.68733905,-79.33053821
846,LE COLLEGE FRANCAIS - CARLTON CAMPUS,Secondary,FP,Conseil scolaire Viamonde,French Public,100 Carlton St,M5B 1M3,former Toronto,43.66249682,-79.37791019
847,JEANNE LAJOIE ELEMENTARY SCHOOL,Elementary,FP,Conseil scolaire Viamonde,French Public,150 Carnforth Rd,M4A 2K7,North York,43.73450537,-79.32149779
848,PIERRE ELLIOTT TRUDEAU ELEMENTARY SCHOOL,Elementary,FP,Conseil scolaire Viamonde,French Public,65 Grace St,M6J 2S4,former Toronto,43.65199962,-79.41410073
849,ALEXANDRE DUMAS ACADEMY SCHOOL,Elementary,FP,Conseil scolaire Viamonde,French Public,255 Coronation Dr,M1E 2J3,Scarborough,43.76242742,-79.17976839
850,ECOLE ELEMENTAIRE CHARLES SAURIOL,Elementary,FP,Conseil scolaire Viamonde,French Public,55 Pelham Ave,M6N 1A5,former Toronto,43.66768225,-79.45535289
851,ECOLE SECONDAIRE TORONTO OUEST,Secondary,FP,Conseil scolaire Viamonde,French Public,330 Lansdowne Ave,M6H 3Y1,former Toronto,43.65239221,-79.44123868
852,ETIENNE BRULE SECONDARY SCHOOL,Secondary,FP,Conseil scolaire Viamonde,French Public,300 Banbury Rd,M2L 2V3,North York,43.75222084,-79.37159649
853,FELIX LECLERC ELEMENTARY SCHOOL,Elementary,FP,Conseil scolaire Viamonde,French Public,50 Celestine Dr,M9R 3N3,Etobicoke,43.6897017,-79.56144893
854,MAISON MONTESSORI ELEMENTARY SCHOOL,Elementary,FP,Conseil scolaire Viamonde,French Public,116 Cornelius Pkwy,M6L 2K5,North York,43.71783652,-79.47553797
855,LAURE RIESE ELEMENTARY SCHOOL,Elementary,FP,Conseil scolaire Viamonde,French Public,339 Alton Towers Crcl,M1V 4L3,Scarborough,43.82246261,-79.27742207
856,GEORGES ETIENNE CARTIER CATHOLIC ELEMENTARY SCHOOL,Elementary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,250 Gainsborough Rd,M4L 3C6,former Toronto,43.67791247,-79.31947633
857,SAINT FRERE ANDRE SECONDAIRE,Secondary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,330 Lansdowne Ave,M6H 3Y1,former Toronto,43.65239221,-79.44123868
858,MONSEIGNEUR DE CHARBONNEL CATHOLIC SECONDARY SCHOOL,Secondary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,110 Drewry Ave,M2M 1C8,North York,43.78663306,-79.42361039
859,ST JEAN DE LALANDE CATHOLIC ELEMENTARY SCHOOL,Elementary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,500 Sandhurst Crcl,M1S 3Y7,Scarborough,43.80475864,-79.26409148
860,ST MICHAEL FRENCH CATHOLIC ELEMENTARY SCHOOL,Elementary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,29 Meadowvale Rd,M1C 1R7,Scarborough,43.7774619,-79.15700816
861,ST MADELEINE CATHOLIC ELEMENTARY SCHOOL,Elementary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,1 Ness Dr,M3A 2W1,North York,43.7619774,-79.32271638
862,ST MARGUERITE D'YOUVILLE CATHOLIC ELEMENTARY SCHOOL,Elementary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,755 Royal York Rd,M8Y 2T3,Etobicoke,43.63596628,-79.50609133
863,ECOLE ELEMENTAIRE CATHOLIQUE SACRE COEUR,Elementary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,98 Essex St,M6G 1T3,former Toronto,43.66788082,-79.42413797
864,ST NOEL CHABANEL CATHOLIC ELEMENTARY SCHOOL,Elementary,FS,Conseil scolaire de district catholique Centre-Sud,French Separate,30 Thistle Down Blvd,M9V 1H8,Etobicoke,43.73678424,-79.56076423
865,BEECROFT LEARNING CENTRE,,PR,,Private,250 Beecroft Rd,M2N 6W3,North York,43.77016953,-79.41727457
866,BETH JACOB PRIVATE HS,,PR,,Private,410 Lawrence Ave W,M5M 1C2,North York,43.72080268,-79.42376402
867,BETH SHALOM CONGREGATION,,PR,,Private,1445 Eglinton Ave W,M6C 2E6,York,43.69809586,-79.43771456
868,BETH TIKVAH CONGREGATION,,PR,,Private,3080 Bayview Ave,M2N 5L3,North York,43.779223,-79.39117366
869,BETH TORAH HEBREWS,,PR,,Private,47 Glenbrook Ave,M6B 2L7,North York,43.70933113,-79.45202471
870,BETH TZEDEC CONGREGATION,,PR,,Private,1700 Bathurst St,M5P 3K3,York,43.6954813,-79.4244248
